,race_id,office,loc_date_id,state,abbrev,year,GOP_win,winner,rival,pred_GOP,pred_DEM,unopposed,inc_GOP_running,inc_DEM_running
537,ID_sen_1996,ID_sen,ID_1996,Idaho,ID,1996,1,Larry E  Craig,Walt Minnick,1,0,0,0,0
538,ID_sen_1998,ID_sen,ID_1998,Idaho,ID,1998,1,Mike Crapo,Bill Mauk,1,0,0,0,0
539,ID_sen_2002,ID_sen,ID_2002,Idaho,ID,2002,1,Larry Craig,Alan Blinken,1,0,0,1,0
542,ID_sen2_2002,ID_sen,ID_2002,Idaho,ID,2002,1,Jim Risch,Larry LaRocco,1,0,0,0,0
541,ID_sen_2004,ID_sen,ID_2004,Idaho,ID,2004,1,Mike Crapo,Scott McClure,1,0,0,1,0
543,ID_sen_2010,ID_sen,ID_2010,Idaho,ID,2010,1,Mike Crapo,Tom Sullivan,1,0,0,1,0
544,ID_sen_2014,ID_sen,ID_2014,Idaho,ID,2014,1,Jim Risch,Nels Mitchell,1,0,0,1,0
545,ID_sen_2016,ID_sen,ID_2016,Idaho,ID,2016,1,Mike Crapo,Jerry Sturgill,1,0,0,1,0
546,IL_sen_1978,IL_sen,IL_1978,Illinois,IL,1978,1,Charles H  Percy,Alex Seith,1,0,0,1,0
118,IL_sen_1980,IL_sen,IL_1980,Illinois,IL,1980,0,Alan J  Dixon,Dave O Neal,0,1,0,0,0
547,IL_sen_1984,IL_sen,IL_1984,Illinois,IL,1984,0,Paul Simon,Charles H  Percy,1,0,0,1,0
121,IL_sen_1986,IL_sen,IL_1986,Illinois,IL,1986,0,Alan J  Dixon,Judy Koehler,0,1,0,0,1
122,IL_sen_1990,IL_sen,IL_1990,Illinois,IL,1990,0,Paul Simon,Lynn Morley Martin,0,1,0,0,1
123,IL_sen_1992,IL_sen,IL_1992,Illinois,IL,1992,0,Carol Moseley Braun,Richard S  Williamson,0,1,0,0,0
124,IL_sen_1996,IL_sen,IL_1996,Illinois,IL,1996,0,Dick Durbin,Al Salvi,0,1,0,0,0
125,IL_sen_1998,IL_sen,IL_1998,Illinois,IL,1998,1,Peter Fitzgerald,Carol Moseley Braun,0,1,0,0,1
126,IL_sen_2002,IL_sen,IL_2002,Illinois,IL,2002,0,Dick Durbin,Jim Durkin,0,1,0,0,1
549,IL_sen_2004,IL_sen,IL_2004,Illinois,IL,2004,0,Barack Obama,Alan Keyes,1,0,0,0,0
131,IL_sen_2010,IL_sen,IL_2010,Illinois,IL,2010,1,Mark Kirk,Alexi Giannoulias,0,1,0,0,0
130,IL_sen_2014,IL_sen,IL_2014,Illinois,IL,2014,0,Dick Durbin,Jim Oberweis,0,1,0,0,1
550,IL_sen_2016,IL_sen,IL_2016,Illinois,IL,2016,0,Tammy Duckworth,Mark Kirk,1,0,0,1,0
132,IN_sen_1976,IN_sen,IN_1976,Indiana,IN,1976,1,Richard Lugar,Vance Hartke,0,1,0,0,1
133,IN_sen_1980,IN_sen,IN_1980,Indiana,IN,1980,1,Dan Quayle,Birch Bayh,0,1,0,0,1
551,IN_sen_1982,IN_sen,IN_1982,Indiana,IN,1982,1,Richard Lugar,Floyd Fithian,1,0,0,1,0
555,IN_sen_1986,IN_sen,IN_1986,Indiana,IN,1986,1,Dan Quayle,Jill L  Long,1,0,0,1,0
556,IN_sen_1988,IN_sen,IN_1988,Indiana,IN,1988,1,Richard Lugar,Jack Wickes,1,0,0,1,0
564,IN_sen_1990,IN_sen,IN_1990,Indiana,IN,1990,1,Dan Coats,Baron Hill,1,0,0,1,0
557,IN_sen_1992,IN_sen,IN_1992,Indiana,IN,1992,1,Dan Coats,Joseph Hogsett,1,0,0,1,0
558,IN_sen_1994,IN_sen,IN_1994,Indiana,IN,1994,1,Richard Lugar,Jim Jontz,1,0,0,1,0
559,IN_sen_1998,IN_sen,IN_1998,Indiana,IN,1998,0,Evan Bayh,Paul Helmke,1,0,0,0,0
560,IN_sen_2000,IN_sen,IN_2000,Indiana,IN,2000,1,Richard Lugar,David Johnson,1,0,0,1,0
134,IN_sen_2004,IN_sen,IN_2004,Indiana,IN,2004,0,Evan Bayh,Marvin Scott,0,1,0,0,1
561,IN_sen_2006,IN_sen,IN_2006,Indiana,IN,2006,1,Richard Lugar,Steve Osborn,1,0,0,1,0
135,IN_sen_2010,IN_sen,IN_2010,Indiana,IN,2010,1,Dan Coats,Brad Ellsworth,0,1,0,0,0
562,IN_sen_2012,IN_sen,IN_2012,Indiana,IN,2012,0,Joe Donnelly,Richard Mourdock,1,0,0,0,0
563,IN_sen_2016,IN_sen,IN_2016,Indiana,IN,2016,1,Todd Young,Evan Bayh,1,0,0,0,0
575,KS_sen_1978,KS_sen,KS_1978,Kansas,KS,1978,1,Nancy Kassebaum,William R  Roy,1,0,0,0,0
576,KS_sen_1980,KS_sen,KS_1980,Kansas,KS,1980,1,Bob Dole,John Simpson,1,0,0,1,0
577,KS_sen_1984,KS_sen,KS_1984,Kansas,KS,1984,1,Nancy Landon Kassebaum,James R  Maher,1,0,0,1,0
581,KS_sen_1986,KS_sen,KS_1986,Kansas,KS,1986,1,Bob Dole,Guy MacDonald,1,0,0,1,0
582,KS_sen_1990,KS_sen,KS_1990,Kansas,KS,1990,1,Nancy L  Kassebaum,Dick Williams,1,0,0,1,0
583,KS_sen_1992,KS_sen,KS_1992,Kansas,KS,1992,1,Bob Dole,Gloria O Dell,1,0,0,1,0
584,KS_sen_1996,KS_sen,KS_1996,Kansas,KS,1996,1,Pat Roberts,Sally Thompson,1,0,0,0,0
593,KS_sen2_1996,KS_sen,KS_1996,Kansas,KS,1996,1,Sam Brownback,Jill Docking,1,0,0,0,0
585,KS_sen_1998,KS_sen,KS_1998,Kansas,KS,1998,1,Sam Brownback,Paul Feleciano Jr ,1,0,0,1,0
586,KS_sen_2002,KS_sen,KS_2002,Kansas,KS,2002,1,Pat Roberts,Steven A  Rosile,1,0,0,1,0
588,KS_sen_2004,KS_sen,KS_2004,Kansas,KS,2004,1,Sam Brownback,Lee Jones,1,0,0,1,0
590,KS_sen_2010,KS_sen,KS_2010,Kansas,KS,2010,1,Jerry Moran,Lisa Johnston,1,0,0,0,0
591,KS_sen_2014,KS_sen,KS_2014,Kansas,KS,2014,1,Pat Roberts,Greg Orman,1,0,0,1,0
592,KS_sen_2016,KS_sen,KS_2016,Kansas,KS,2016,1,Jerry Moran,Patrick Wiesner,1,0,0,1,0
144,KY_sen_1978,KY_sen,KY_1978,Kentucky,KY,1978,0,Walter Huddleston,Louis Guenthner,0,1,0,0,1
145,KY_sen_1980,KY_sen,KY_1980,Kentucky,KY,1980,0,Wendell H  Ford,Mary L  Foust,0,1,0,0,1
146,KY_sen_1984,KY_sen,KY_1984,Kentucky,KY,1984,1,Mitch McConnell,Walter Huddleston,0,1,0,0,1
150,KY_sen_1986,KY_sen,KY_1986,Kentucky,KY,1986,0,Wendell H  Ford,Jackson M  Andrews,0,1,0,0,1
594,KY_sen_1990,KY_sen,KY_1990,Kentucky,KY,1990,1,Mitch McConnell,Harvey I  Sloane,1,0,0,1,0
151,KY_sen_1992,KY_sen,KY_1992,Kentucky,KY,1992,0,Wendell H  Ford,David Williams,0,1,0,0,1
595,KY_sen_1996,KY_sen,KY_1996,Kentucky,KY,1996,1,Mitch McConnell,Steve Beshear,1,0,0,1,0
152,KY_sen_1998,KY_sen,KY_1998,Kentucky,KY,1998,1,Jim Bunning,Scotty Baesler,0,1,0,0,0
599,KY_sen_2002,KY_sen,KY_2002,Kentucky,KY,2002,1,Mitch McConnell,Bruce Lunsford,1,0,0,1,0
598,KY_sen_2004,KY_sen,KY_2004,Kentucky,KY,2004,1,Jim Bunning,Daniel Mongiardo,1,0,0,1,0
600,KY_sen_2010,KY_sen,KY_2010,Kentucky,KY,2010,1,Rand Paul,Jack Conway,1,0,0,0,0
601,KY_sen_2014,KY_sen,KY_2014,Kentucky,KY,2014,1,Mitch McConnell,Alison Lundergan Grimes,1,0,0,1,0
602,KY_sen_2016,KY_sen,KY_2016,Kentucky,KY,2016,1,Rand Paul,Jim Gray,1,0,0,1,0
153,LA_sen_1978,LA_sen,LA_1978,Louisiana,LA,1978,0,J  Bennett Johnston,Woody Jenkins,0,1,0,0,1
154,LA_sen_1980,LA_sen,LA_1980,Louisiana,LA,1980,0,Russell B  Long,Woody Jenkins,0,1,0,0,1
155,LA_sen_1984,LA_sen,LA_1984,Louisiana,LA,1984,0,Bennett Johnston Jr ,Robert Max Ross,0,1,0,0,0
159,LA_sen_1986,LA_sen,LA_1986,Louisiana,LA,1986,0,John Breaux,Henson Moore,0,1,0,0,0
160,LA_sen_1990,LA_sen,LA_1990,Louisiana,LA,1990,0,Bennett Johnston Jr ,David Duke,0,1,0,0,0
161,LA_sen_1992,LA_sen,LA_1992,Louisiana,LA,1992,0,John Breaux,Jon Khachaturian,0,1,0,0,1
162,LA_sen_1996,LA_sen,LA_1996,Louisiana,LA,1996,0,Mary Landrieu,Woody Jenkins,0,1,0,0,0
163,LA_sen_1998,LA_sen,LA_1998,Louisiana,LA,1998,0,John Breaux,Jim Donelon,0,1,0,0,1
167,LA_sen_2002,LA_sen,LA_2002,Louisiana,LA,2002,0,Mary Landrieu,John Neely Kennedy,0,1,0,0,1
166,LA_sen_2004,LA_sen,LA_2004,Louisiana,LA,2004,1,David Vitter,Chris John,0,1,0,0,0
603,LA_sen_2010,LA_sen,LA_2010,Louisiana,LA,2010,1,David Vitter,Charles Melancon,1,0,0,1,0
168,LA_sen_2014,LA_sen,LA_2014,Louisiana,LA,2014,1,Bill Cassidy,Mary Landrieu,0,1,0,0,1
604,LA_sen_2016,LA_sen,LA_2016,Louisiana,LA,2016,1,John N  Kennedy,Foster Campbell,1,0,0,0,0
187,MA_sen_1976,MA_sen,MA_1976,Massachusetts,MA,1976,0,Ted Kennedy,Michael S  Robertson,0,1,0,0,1
621,MA_sen_1978,MA_sen,MA_1978,Massachusetts,MA,1978,0,Paul Tsongas,Edward Brooke,1,0,0,1,0
188,MA_sen_1982,MA_sen,MA_1982,Massachusetts,MA,1982,0,Ted Kennedy,Ray Shamie,0,1,0,0,1
191,MA_sen_1984,MA_sen,MA_1984,Massachusetts,MA,1984,0,John Kerry,Ray Shamie,0,1,0,0,0
192,MA_sen_1988,MA_sen,MA_1988,Massachusetts,MA,1988,0,Ted Kennedy,Joe Malone,0,1,0,0,1
193,MA_sen_1990,MA_sen,MA_1990,Massachusetts,MA,1990,0,John Kerry,Jim Rappaport,0,1,0,0,1
194,MA_sen_1994,MA_sen,MA_1994,Massachusetts,MA,1994,0,Ted Kennedy,Mitt Romney,0,1,0,0,1
195,MA_sen_1996,MA_sen,MA_1996,Massachusetts,MA,1996,0,John Kerry,William Weld,0,1,0,0,1
196,MA_sen_2000,MA_sen,MA_2000,Massachusetts,MA,2000,0,Ted Kennedy,Jack E  Robinson III,0,1,0,0,1
200,MA_sen_2002,MA_sen,MA_2002,Massachusetts,MA,2002,0,John Kerry,Jeff Beatty,0,1,0,0,1
199,MA_sen_2006,MA_sen,MA_2006,Massachusetts,MA,2006,0,Ted Kennedy,Kenneth Chase,0,1,0,0,1
202,MA_sen_2010,MA_sen,MA_2010,Massachusetts,MA,2010,1,Scott Brown,Martha Coakley,0,1,0,0,0
622,MA_sen_2012,MA_sen,MA_2012,Massachusetts,MA,2012,0,Elizabeth Warren,Scott Brown,1,0,0,1,0
201,MA_sen_2014,MA_sen,MA_2014,Massachusetts,MA,2014,0,Ed Markey,Brian Herr,0,1,0,0,1
616,MD_sen_1976,MD_sen,MD_1976,Maryland,MD,1976,0,Paul Sarbanes,John Glenn Beall Jr ,1,0,0,1,0
617,MD_sen_1980,MD_sen,MD_1980,Maryland,MD,1980,1,Charles Mathias Jr ,Edward T  Conroy,1,0,0,0,0
175,MD_sen_1982,MD_sen,MD_1982,Maryland,MD,1982,0,Paul Sarbanes,Lawrence Hogan,0,1,0,0,1
620,MD_sen_1986,MD_sen,MD_1986,Maryland,MD,1986,0,Barbara Mikulski,Linda Chavez,1,0,0,0,0
177,MD_sen_1988,MD_sen,MD_1988,Maryland,MD,1988,0,Paul Sarbanes,Alan Keyes,0,1,0,0,1
178,MD_sen_1992,MD_sen,MD_1992,Maryland,MD,1992,0,Barbara Mikulski,Alan Keyes,0,1,0,0,1
179,MD_sen_1994,MD_sen,MD_1994,Maryland,MD,1994,0,Paul Sarbanes,Bill Brock,0,1,0,0,1
180,MD_sen_1998,MD_sen,MD_1998,Maryland,MD,1998,0,Barbara Mikulski,Ross Pierpont,0,1,0,0,1
181,MD_sen_2000,MD_sen,MD_2000,Maryland,MD,2000,0,Paul Sarbanes,Paul Rappaport,0,1,0,0,1
182,MD_sen_2004,MD_sen,MD_2004,Maryland,MD,2004,0,Barbara Mikulski,E  J  Pipkin,0,1,0,0,1
183,MD_sen_2006,MD_sen,MD_2006,Maryland,MD,2006,0,Ben Cardin,Michael Steele,0,1,0,0,0
184,MD_sen_2010,MD_sen,MD_2010,Maryland,MD,2010,0,Barbara Mikulski,Eric Wargotz,0,1,0,0,1
185,MD_sen_2012,MD_sen,MD_2012,Maryland,MD,2012,0,Ben Cardin,Dan Bongino,0,1,0,0,1
186,MD_sen_2016,MD_sen,MD_2016,Maryland,MD,2016,0,Chris Van Hollen,Kathy Szeliga,0,1,0,0,0
169,ME_sen_1976,ME_sen,ME_1976,Maine,ME,1976,0,Edmund Muskie,Robert A  G  Monks,0,1,0,0,1
170,ME_sen_1978,ME_sen,ME_1978,Maine,ME,1978,1,William Cohen,William Hathaway,0,1,0,0,1
171,ME_sen_1982,ME_sen,ME_1982,Maine,ME,1982,0,George Mitchell,David F  Emery,0,1,0,0,0
606,ME_sen_1984,ME_sen,ME_1984,Maine,ME,1984,1,William Cohen,Libby Mitchell,1,0,0,1,0
173,ME_sen_1988,ME_sen,ME_1988,Maine,ME,1988,0,George J  Mitchell,Jasper S  Wyman,0,1,0,0,1
607,ME_sen_1990,ME_sen,ME_1990,Maine,ME,1990,1,William Cohen,Neil Rolde,1,0,0,1,0
174,ME_sen_1994,ME_sen,ME_1994,Maine,ME,1994,1,Olympia Snowe,Thomas Andrews,0,1,0,0,0
608,ME_sen_1996,ME_sen,ME_1996,Maine,ME,1996,1,Susan M  Collins,Joseph E  Brennan,1,0,0,0,0
609,ME_sen_2000,ME_sen,ME_2000,Maine,ME,2000,1,Olympia Snowe,Mark Lawrence,1,0,0,1,0
610,ME_sen_2002,ME_sen,ME_2002,Maine,ME,2002,1,Susan Collins,Chellie Pingree,1,0,0,1,0
612,ME_sen_2006,ME_sen,ME_2006,Maine,ME,2006,1,Olympia Snowe,Jean Hay Bright,1,0,0,1,0
614,ME_sen_2012,ME_sen,ME_2012,Maine,ME,2012,0,Angus King,Charles E,1,0,0,0,0
615,ME_sen_2014,ME_sen,ME_2014,Maine,ME,2014,1,Susan Collins,Shenna Bellows,1,0,0,1,0
203,MI_sen_1976,MI_sen,MI_1976,Michigan,MI,1976,0,Donald W  Riegle Jr ,Marvin L  Esch,0,1,0,0,0
623,MI_sen_1978,MI_sen,MI_1978,Michigan,MI,1978,0,Carl Levin,Robert P  Griffin,1,0,0,1,0
204,MI_sen_1982,MI_sen,MI_1982,Michigan,MI,1982,0,Don Riegle,Philip Ruppe,0,1,0,0,0
207,MI_sen_1984,MI_sen,MI_1984,Michigan,MI,1984,0,Carl Levin,Jack R  Lousma,0,1,0,0,1
208,MI_sen_1988,MI_sen,MI_1988,Michigan,MI,1988,0,Donald W  Riegle Jr ,James Whitney Dunn,0,1,0,0,1
209,MI_sen_1990,MI_sen,MI_1990,Michigan,MI,1990,0,Carl Levin,Bill Schuette,0,1,0,0,1
210,MI_sen_1994,MI_sen,MI_1994,Michigan,MI,1994,1,Spencer Abraham,Bob Carr,0,1,0,0,0
211,MI_sen_1996,MI_sen,MI_1996,Michigan,MI,1996,0,Carl Levin,Ronna Romney,0,1,0,0,1
624,MI_sen_2000,MI_sen,MI_2000,Michigan,MI,2000,0,Debbie Stabenow,Spencer Abraham,1,0,0,1,0
212,MI_sen_2002,MI_sen,MI_2002,Michigan,MI,2002,0,Carl Levin,Andrew Raczkowski,0,1,0,0,1
214,MI_sen_2006,MI_sen,MI_2006,Michigan,MI,2006,0,Debbie Stabenow,Mike Bouchard,0,1,0,0,1
216,MI_sen_2012,MI_sen,MI_2012,Michigan,MI,2012,0,Debbie Stabenow,Pete Hoekstra,0,1,0,0,1
217,MI_sen_2014,MI_sen,MI_2014,Michigan,MI,2014,0,Gary Peters,Terri Lynn Land,0,1,0,0,0
218,MN_sen_1976,MN_sen,MN_1976,Minnesota,MN,1976,0,Hubert Humphrey,Gerald W  Brekke,0,1,0,0,1
219,MN_sen_1978,MN_sen,MN_1978,Minnesota,MN,1978,1,Rudy Boschwitz,Wendell Anderson,0,1,0,0,1
222,MN_sen2_1978,MN_sen,MN_1978,Minnesota,MN,1978,1,David Durenberger,Bob Short,0,1,0,0,0
627,MN_sen_1982,MN_sen,MN_1982,Minnesota,MN,1982,1,David Durenberger,Mark Dayton,1,0,0,1,0
628,MN_sen_1984,MN_sen,MN_1984,Minnesota,MN,1984,1,Rudy Boschwitz,Joan Growe,1,0,0,1,0
629,MN_sen_1988,MN_sen,MN_1988,Minnesota,MN,1988,1,David Durenberger,Skip Humphrey,1,0,0,1,0
630,MN_sen_1990,MN_sen,MN_1990,Minnesota,MN,1990,0,Paul Wellstone,Rudy Boschwitz,1,0,0,1,0
631,MN_sen_1994,MN_sen,MN_1994,Minnesota,MN,1994,1,Rod Grams,Ann Wynia,1,0,0,0,0
1,MN_sen_1996,MN_sen,MN_1996,Minnesota,MN,1996,0,Paul Wellstone  Democratic,Rudy Boschwitz,0,0,0,0,1
632,MN_sen_2000,MN_sen,MN_2000,Minnesota,MN,2000,0,Mark Dayton,Rod Grams,1,0,0,1,0
440,MN_sen_2002,MN_sen,MN_2002,Minnesota,MN,2002,1,Norm Coleman,Walter Mondale,0,0,0,0,0
633,MN_sen2_2002,MN_sen,MN_2002,Minnesota,MN,2002,0,Al Franken,Norm Coleman,1,0,0,1,0
220,MN_sen_2006,MN_sen,MN_2006,Minnesota,MN,2006,0,Amy Klobuchar  Democratic,Mark Kennedy,0,1,0,0,0
221,MN_sen_2012,MN_sen,MN_2012,Minnesota,MN,2012,0,Amy Klobuchar,Kurt Bills,0,1,0,0,1
434,MN_sen_2014,MN_sen,MN_2014,Minnesota,MN,2014,0,Al Franken  Democratic,Mike McFadden,0,0,0,0,1
228,MO_sen_1976,MO_sen,MO_1976,Missouri,MO,1976,1,John Danforth,Warren E  Hearnes,0,1,0,0,0
229,MO_sen_1980,MO_sen,MO_1980,Missouri,MO,1980,0,Thomas Eagleton,Gene McNary,0,1,0,0,1
647,MO_sen_1982,MO_sen,MO_1982,Missouri,MO,1982,1,John Danforth,Harriett Woods,1,0,0,1,0
232,MO_sen_1986,MO_sen,MO_1986,Missouri,MO,1986,1,Kit Bond,Harriett Woods,0,1,0,0,0
649,MO_sen_1988,MO_sen,MO_1988,Missouri,MO,1988,1,John Danforth,Jay Nixon,1,0,0,1,0
650,MO_sen_1992,MO_sen,MO_1992,Missouri,MO,1992,1,Kit Bond,Geri Rothman Serot,1,0,0,1,0
651,MO_sen_1994,MO_sen,MO_1994,Missouri,MO,1994,1,John Ashcroft,Alan Wheat,1,0,0,0,0
652,MO_sen_1998,MO_sen,MO_1998,Missouri,MO,1998,1,Kit Bond,Jay Nixon,1,0,0,1,0
653,MO_sen_2000,MO_sen,MO_2000,Missouri,MO,2000,0,Mel Carnahan,John Ashcroft,1,0,0,1,0
235,MO_sen_2002,MO_sen,MO_2002,Missouri,MO,2002,1,Jim Talent,Jean Carnahan,0,1,0,0,1
654,MO_sen_2004,MO_sen,MO_2004,Missouri,MO,2004,1,Kit Bond,Nancy Farmer,1,0,0,1,0
655,MO_sen_2006,MO_sen,MO_2006,Missouri,MO,2006,0,Claire McCaskill,Jim Talent,1,0,0,1,0
656,MO_sen_2010,MO_sen,MO_2010,Missouri,MO,2010,1,Roy Blunt,Robin Carnahan,1,0,0,0,0
233,MO_sen_2012,MO_sen,MO_2012,Missouri,MO,2012,0,Claire McCaskill,Todd Akin,0,1,0,0,1
657,MO_sen_2016,MO_sen,MO_2016,Missouri,MO,2016,1,Roy Blunt,Jason Kander,1,0,0,1,0
223,MS_sen_1976,MS_sen,MS_1976,Mississippi,MS,1976,0,John C  Stennis  Democratic,Unopposed,0,1,1,0,1
224,MS_sen_1978,MS_sen,MS_1978,Mississippi,MS,1978,1,Thad Cochran,Maurice Dantin,0,1,0,0,0
225,MS_sen_1982,MS_sen,MS_1982,Mississippi,MS,1982,0,John C  Stennis,Haley Barbour,0,1,0,0,1
635,MS_sen_1984,MS_sen,MS_1984,Mississippi,MS,1984,1,Thad Cochran,William Winter,1,0,0,1,0
227,MS_sen_1988,MS_sen,MS_1988,Mississippi,MS,1988,1,Trent Lott,Wayne Dowdy,0,1,0,0,0
636,MS_sen_1990,MS_sen,MS_1990,Mississippi,MS,1990,1,Thad Cochran  Republican,Unopposed,1,0,1,1,0
637,MS_sen_1994,MS_sen,MS_1994,Mississippi,MS,1994,1,Trent Lott,Ken Harper,1,0,0,1,0
638,MS_sen_1996,MS_sen,MS_1996,Mississippi,MS,1996,1,Thad Cochran,James Hunt,1,0,0,1,0
639,MS_sen_2000,MS_sen,MS_2000,Mississippi,MS,2000,1,Trent Lott,Troy Brown,1,0,0,1,0
640,MS_sen_2002,MS_sen,MS_2002,Mississippi,MS,2002,1,Thad Cochran,Shawn O Hara,1,0,0,1,0
646,MS_sen2_2002,MS_sen,MS_2002,Mississippi,MS,2002,1,Roger Wicker,Ronnie Musgrove,1,0,0,1,0
642,MS_sen_2006,MS_sen,MS_2006,Mississippi,MS,2006,1,Trent Lott,Erik Fleming,1,0,0,1,0
644,MS_sen_2012,MS_sen,MS_2012,Mississippi,MS,2012,1,Roger Wicker,Albert N,1,0,0,1,0
645,MS_sen_2014,MS_sen,MS_2014,Mississippi,MS,2014,1,Thad Cochran,Travis Childers,1,0,0,1,0
